ride_id,pickup,destination,date,time,distance,vehicleType,base_fare,traffic,weather,final_fare
ddb852f9-cd57-42ad-beaa-8f055486266f,"Adajan, Surat",Nadiad Bus Stand,2024-11-26,06:01,45.8,moto,916.0,Low,Stormy,1007.6
fda96f89-92a9-4550-b1bf-9ae426b8e215,Ahmedabad Railway Station,Nadiad Junction,2024-10-24,06:28,27.7,auto,415.5,High,Rainy,523.53
3235b16f-d025-48fd-82e0-663d824cf0b8,Nadiad Bus Stand,"Gota, Ahmedabad",2024-03-17,17:45,45.7,moto,914.0,Medium,Clear,1005.4
49fdd7db-c503-400c-a2f1-e900def8c040,"Khambhaliya, Jamnagar","Adajan, Surat",2024-01-16,14:40,2.6,auto,39.0,Medium,Rainy,45.05
acf9e166-6afd-4916-b699-d27f20ecfcb2,Ahmedabad Railway Station,"CG Road, Ahmedabad",2024-11-21,02:47,22.5,auto,337.5,Low,Clear,337.5
ac715da8-9547-4cc2-a032-4b81f1f137f3,"Gota, Ahmedabad",Nadiad Bus Stand,2024-03-11,03:29,9.4,bike,94.0,High,Rainy,118.44
9b0ac15c-699a-4014-be2f-6193680b261d,Nadiad Junction,"Gota, Ahmedabad",2024-01-21,03:25,39.2,moto,784.0,Low,Rainy,823.2
e33aeeba-e06b-4baa-a7e8-15c0b9d5f33d,"Adajan, Surat",Jamnagar Railway Station,2024-04-16,04:41,40.3,moto,806.0,Low,Rainy,846.3
3a2e00f7-445e-47ff-b7a0-3bcfca2ca721,"Adajan, Surat",Ahmedabad Railway Station,2024-10-05,12:48,28.2,moto,564.0,Medium,Stormy,682.44
18e9e36e-116c-4d68-a418-a9564bbe7a61,"Varachha, Surat","CG Road, Ahmedabad",2024-02-12,08:04,3.5,bike,35.0,Low,Rainy,36.75
eeb64b9d-ed5d-4673-b210-896e1a2a927a,"Gota, Ahmedabad","Khambhaliya, Jamnagar",2024-07-10,19:41,6.2,bike,62.0,Medium,Rainy,71.61
afa0a503-aec4-4b92-b695-b9f224f9f011,"Gota, Ahmedabad","Varachha, Surat",2024-10-28,02:23,37.7,moto,754.0,High,Stormy,995.28
0d5d3b6c-7dc2-463f-b52c-95468722c1df,"Khambhaliya, Jamnagar",Jamnagar Railway Station,2024-03-20,09:58,20.2,moto,404.0,Low,Clear,404.0
d025fced-742c-4ab3-aa7a-9331d23d06eb,"Adajan, Surat","Varachha, Surat",2024-02-28,12:59,24.1,moto,482.0,Low,Rainy,506.1
d05ed781-b5dd-44b0-987f-8480e78b3385,"Adajan, Surat",Jamnagar Railway Station,2024-09-16,15:12,11.3,auto,169.5,Medium,Stormy,205.1
0e267a4d-6f27-4705-9dc6-d8fd6685dc34,"Khambhaliya, Jamnagar",Jamnagar Railway Station,2024-11-22,00:48,38.6,auto,579.0,Medium,Stormy,700.59
c9f0363f-be00-42dd-a7d6-bb48a71af059,Nadiad Bus Stand,Jamnagar Railway Station,2024-03-04,05:00,34.3,moto,686.0,Medium,Stormy,830.06
189a8da2-9a3b-4177-a7dc-b1b1555e7663,"Varachha, Surat","CG Road, Ahmedabad",2024-12-23,21:25,25.3,moto,506.0,Medium,Stormy,612.26
f7c6f144-3dd4-43fc-8c70-171fd5356b08,Ahmedabad Railway Station,Nadiad Junction,2024-10-17,22:42,24.4,auto,366.0,High,Rainy,461.16
0cb3b5d3-ba4f-4635-bc53-44941c0ec392,"Khambhaliya, Jamnagar",Ahmedabad Railway Station,2024-10-04,19:56,35.7,auto,535.5,High,Stormy,706.86
3522cd7e-87d3-46a4-b805-9220b2610e1e,"Adajan, Surat","Khambhaliya, Jamnagar",2024-08-24,18:35,11.5,auto,172.5,High,Clear,207.0
b2393547-235c-4ce8-a122-62d7862f7950,Jamnagar Railway Station,Nadiad Bus Stand,2024-12-17,12:20,11.9,auto,178.5,Low,Stormy,196.35
6027ae63-d1ec-4a71-8e90-7a76dc9cb64a,"Khambhaliya, Jamnagar",Ahmedabad Railway Station,2024-06-28,22:07,31.5,moto,630.0,Medium,Clear,693.0
aae99549-4f94-4919-9a8e-ad2b22fd17a0,Surat Airport,Jamnagar Railway Station,2024-07-14,22:11,17.0,bike,170.0,Medium,Clear,187.0
e6c14281-cee8-4a6a-8333-71a9abf0dbd3,Surat Airport,"CG Road, Ahmedabad",2024-06-27,17:37,14.1,auto,211.5,Medium,Clear,232.65
45d61a7a-1ecb-40e8-bf10-d82dca32a22b,Nadiad Bus Stand,Surat Airport,2024-01-04,18:07,25.0,moto,500.0,Medium,Rainy,577.5
9c7e79ef-a7a5-4deb-b1d2-b4042d1a9ba2,"Adajan, Surat","CG Road, Ahmedabad",2024-05-08,04:58,48.0,moto,960.0,Low,Stormy,1056.0
e915fa55-7540-47a3-94d5-ac5098ffbeee,"Khambhaliya, Jamnagar",Nadiad Bus Stand,2024-03-15,07:57,48.7,moto,974.0,Medium,Clear,1071.4
a9dc6965-527e-4f7f-acd6-694a5f1b8bcc,Surat Airport,"Khambhaliya, Jamnagar",2024-10-02,10:16,31.3,auto,469.5,Medium,Stormy,568.1
42dadd08-4bc4-454e-b94f-fb5947003105,Ahmedabad Railway Station,Surat Airport,2024-12-02,09:29,34.5,auto,517.5,Medium,Stormy,626.18
032c382d-d3ed-496d-8699-4c82ea3237a9,Jamnagar Railway Station,"Adajan, Surat",2024-05-03,01:53,20.0,moto,400.0,High,Rainy,504.0
c642c122-b2a4-47c2-8263-10abe1464313,Nadiad Junction,Surat Airport,2024-01-07,20:06,48.9,moto,978.0,Low,Stormy,1075.8
b693b181-8619-40ed-8210-ab5d40f18ee2,"Varachha, Surat",Jamnagar Railway Station,2024-05-29,03:27,19.7,bike,197.0,Low,Rainy,206.85
b63a6185-893f-4f7f-8d6d-b9638001e2ee,"Varachha, Surat","Adajan, Surat",2024-12-02,00:14,3.5,bike,35.0,Medium,Rainy,40.43
f134da7c-d7a4-4a3c-a331-eb7d20b7ebf0,Nadiad Junction,Nadiad Bus Stand,2024-11-07,19:53,6.9,bike,69.0,Medium,Stormy,83.49
f7456d97-d4ad-491a-87f4-1b3162515040,Ahmedabad Railway Station,Jamnagar Railway Station,2024-10-14,16:08,6.2,bike,62.0,High,Clear,74.4
ea34efff-8b41-4451-8a6e-a8c032c788d3,"Khambhaliya, Jamnagar","Varachha, Surat",2024-08-21,08:59,15.4,auto,231.0,High,Rainy,291.06
59799581-3add-48b6-9219-0f880a1b7238,"Varachha, Surat",Nadiad Junction,2024-07-16,16:24,3.9,auto,58.5,Low,Rainy,61.43
1dbac73b-a867-4333-ba87-3b567c7cd67c,Nadiad Junction,"Gota, Ahmedabad",2024-11-23,14:40,37.4,auto,561.0,High,Rainy,706.86
5d3ab7d9-1d87-4748-8836-51d3407fd9bd,Surat Airport,"Khambhaliya, Jamnagar",2024-01-19,03:17,4.2,bike,42.0,Medium,Stormy,50.82
16a99aa1-534c-4b4c-801a-3ba7f68dff0d,Jamnagar Railway Station,"Adajan, Surat",2024-02-24,16:05,16.8,bike,168.0,High,Rainy,211.68
fb433e63-5410-43ad-abed-5dceb7eed69f,Nadiad Junction,"Khambhaliya, Jamnagar",2024-10-30,07:07,1.7,auto,25.5,Medium,Rainy,29.45
ec60f18b-a9bd-465b-9a81-e8b83378d250,Surat Airport,"Gota, Ahmedabad",2024-01-18,18:19,15.4,bike,154.0,High,Stormy,203.28
7a5a750e-25d8-4468-b682-ebda203b385f,Surat Airport,"CG Road, Ahmedabad",2024-12-16,01:06,25.1,auto,376.5,High,Clear,451.8
802a1df6-c3d7-4e51-ba86-5ccd9ae3d869,Surat Airport,Ahmedabad Railway Station,2024-04-23,20:20,7.4,auto,111.0,High,Clear,133.2
656e5b51-17c7-4cc1-92ad-660257e05cf9,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-09-11,14:13,47.1,moto,942.0,High,Rainy,1186.92
dc37a42a-2213-4e13-9979-e3cb8165b3a0,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-06-28,11:56,21.6,moto,432.0,Low,Rainy,453.6
734d6fa7-abae-4276-b674-ab4a1e21d2fb,"CG Road, Ahmedabad",Nadiad Junction,2024-12-05,20:25,31.9,auto,478.5,Medium,Stormy,578.99
c933c870-acb4-4625-a70d-eb8e62d3334f,Ahmedabad Railway Station,Nadiad Bus Stand,2024-09-07,05:41,11.0,auto,165.0,High,Clear,198.0
06909ca0-09e7-4095-a1f0-c5fd8179278c,"Varachha, Surat","CG Road, Ahmedabad",2024-01-26,03:15,11.8,bike,118.0,Low,Rainy,123.9
5b5b168a-daa4-4789-b0f9-f3669da7920e,Nadiad Junction,"Khambhaliya, Jamnagar",2024-04-18,17:28,44.7,moto,894.0,High,Stormy,1180.08
e37d6cb7-6ab1-448a-b626-8da074033402,"Adajan, Surat",Surat Airport,2024-10-03,06:04,3.6,auto,54.0,Medium,Rainy,62.37
3f388c7a-83c8-4f68-b3fb-43c2b789bc85,Nadiad Junction,"Adajan, Surat",2024-05-15,06:33,7.3,auto,109.5,Medium,Stormy,132.5
2075c34f-2bcf-4228-b9b9-55f48cacd3dc,"CG Road, Ahmedabad","Gota, Ahmedabad",2024-07-12,10:25,22.4,moto,448.0,High,Stormy,591.36
9dc15e52-b02b-43fc-9543-a3a13321e5a9,"Khambhaliya, Jamnagar",Ahmedabad Railway Station,2024-05-09,01:43,9.3,auto,139.5,High,Clear,167.4
4e8425b7-d5f6-4f2d-a262-6b98b4848c9b,Surat Airport,Nadiad Junction,2024-10-15,20:58,28.1,moto,562.0,Low,Rainy,590.1
6689f185-104f-475b-8949-777d144ad92a,"Khambhaliya, Jamnagar",Surat Airport,2024-08-19,03:27,33.1,moto,662.0,Medium,Rainy,764.61
2a29c923-38f2-499a-95e1-d7b0678acdcf,Surat Airport,Nadiad Junction,2024-02-27,14:20,10.4,bike,104.0,Low,Stormy,114.4
92525c9f-2187-42e7-b39e-82c704947ef6,Surat Airport,Ahmedabad Railway Station,2024-03-30,09:51,1.7,bike,17.0,High,Rainy,21.42
48142a9a-297a-48ee-beea-63a9f4417b2b,"Khambhaliya, Jamnagar",Nadiad Junction,2024-11-04,02:20,25.7,moto,514.0,Low,Clear,514.0
f74e5b4e-da37-43a1-9501-c628cd7852d0,Ahmedabad Railway Station,Jamnagar Railway Station,2024-12-01,09:50,26.7,moto,534.0,Low,Rainy,560.7
7a377ed8-ea8b-4bd4-8a3c-d79629722089,"Varachha, Surat",Ahmedabad Railway Station,2024-03-14,19:42,37.8,moto,756.0,Medium,Clear,831.6
054d2fde-6f22-4108-b435-beded30bc3f1,"CG Road, Ahmedabad",Ahmedabad Railway Station,2024-10-28,01:00,21.2,auto,318.0,Medium,Stormy,384.78
fb016944-3b4f-439a-ac24-38e40e2d29e8,Jamnagar Railway Station,"Khambhaliya, Jamnagar",2024-06-16,21:47,9.7,bike,97.0,High,Clear,116.4
d4de9791-9d7a-4b5b-a3b4-3659ee908396,"CG Road, Ahmedabad","Khambhaliya, Jamnagar",2024-05-10,16:52,9.3,bike,93.0,Low,Stormy,102.3
4e4a9f65-c68c-4787-9eaa-42c584bdd235,Jamnagar Railway Station,"Varachha, Surat",2024-01-19,12:38,33.2,moto,664.0,Low,Stormy,730.4
fb3e5f3d-7268-49ad-a80a-53cb3bc05465,"Khambhaliya, Jamnagar",Nadiad Bus Stand,2024-01-15,09:58,44.6,moto,892.0,High,Rainy,1123.92
a9fc0c5b-a94e-487b-b2f4-d07fbf9faec0,"Varachha, Surat",Jamnagar Railway Station,2024-09-26,03:16,36.2,auto,543.0,Low,Stormy,597.3
5f108672-acc4-423a-bcbe-bd8f30376147,"Adajan, Surat","Varachha, Surat",2024-03-06,20:10,8.6,auto,129.0,Low,Rainy,135.45
804331b3-2d32-43c4-bc3b-51996f01e03e,"Varachha, Surat","Gota, Ahmedabad",2024-09-08,20:34,5.6,auto,84.0,High,Rainy,105.84
074e8dbe-947a-4cd5-bcbe-45ffcbf19e07,Ahmedabad Railway Station,"Adajan, Surat",2024-09-08,08:50,17.6,bike,176.0,High,Clear,211.2
9d03700c-8183-43ab-90d4-9fd55c63603f,"Varachha, Surat","Adajan, Surat",2024-01-30,02:48,13.6,bike,136.0,High,Stormy,179.52
64988e21-d30c-4e4d-8357-0d90317230c4,Ahmedabad Railway Station,Nadiad Bus Stand,2024-08-03,01:04,38.3,auto,574.5,Medium,Stormy,695.15
12fa0be1-84af-4104-b705-2dfe29cdca85,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-11-30,19:09,13.9,bike,139.0,Medium,Stormy,168.19
8796ff95-5cc5-45fd-a57f-31c6d865525b,Nadiad Junction,Surat Airport,2024-12-11,06:41,4.0,bike,40.0,High,Stormy,52.8
283c55da-66cf-4586-8179-d87af3b2de9c,Nadiad Bus Stand,Jamnagar Railway Station,2024-08-21,12:42,3.2,bike,32.0,Medium,Rainy,36.96
5dc8c76e-d7e9-4233-821d-7cdc481cd06e,Surat Airport,Jamnagar Railway Station,2024-04-08,09:35,5.9,auto,88.5,High,Clear,106.2
d8ca7c76-e2de-4247-9344-1522e8464a83,"Varachha, Surat",Nadiad Bus Stand,2024-04-23,07:49,48.9,moto,978.0,High,Clear,1173.6
4e1c264e-c86c-499a-badc-baea1411434f,Nadiad Junction,Ahmedabad Railway Station,2024-12-07,04:46,22.2,auto,333.0,Medium,Clear,366.3
b4b545b0-b135-46fc-8b91-00f97d7741c7,"Adajan, Surat",Ahmedabad Railway Station,2024-12-16,17:15,39.0,auto,585.0,High,Stormy,772.2
bfec87b2-add2-4d6b-ba1d-4572611db987,"CG Road, Ahmedabad","Gota, Ahmedabad",2024-10-09,02:03,29.6,moto,592.0,Low,Clear,592.0
14a50b0c-428e-4895-8987-a3e721373bf6,Ahmedabad Railway Station,Surat Airport,2024-02-17,18:03,47.0,moto,940.0,High,Clear,1128.0
5aaa87ff-e053-47b0-bb15-89311e068de5,"Gota, Ahmedabad",Surat Airport,2024-07-10,08:29,13.9,bike,139.0,Low,Stormy,152.9
9e5abf7c-6ba6-42d9-92b8-78c50876c38a,Surat Airport,Ahmedabad Railway Station,2024-07-12,03:43,9.6,auto,144.0,Low,Rainy,151.2
6f8822a7-142f-408b-b89a-5199ac91b765,Surat Airport,"Varachha, Surat",2024-01-10,22:56,11.0,auto,165.0,Low,Rainy,173.25
8855f2d7-9ca0-4b7b-a323-185563ea3cea,Surat Airport,Ahmedabad Railway Station,2024-05-03,13:48,11.9,bike,119.0,Low,Rainy,124.95
cd4a144d-0693-4472-b569-dd4d280602bc,Surat Airport,"CG Road, Ahmedabad",2024-06-25,01:30,1.0,bike,10.0,Low,Stormy,11.0
090fcde6-4723-48c1-b0f1-01d11bac4488,Ahmedabad Railway Station,Jamnagar Railway Station,2024-02-06,12:22,1.9,bike,19.0,High,Clear,22.8
4ac86b55-d96d-4525-bbb3-2a80e7622a3c,Nadiad Junction,"Varachha, Surat",2024-03-13,03:15,14.8,bike,148.0,Medium,Clear,162.8
82ca27f8-3cbd-415a-b7cf-18980699153c,Surat Airport,"Gota, Ahmedabad",2024-06-06,05:22,2.7,bike,27.0,Low,Rainy,28.35
58e31182-318d-4e69-9d47-e47103d01c58,"Varachha, Surat",Ahmedabad Railway Station,2024-05-20,12:43,35.5,moto,710.0,Low,Clear,710.0
b49831fa-3188-4f35-81b3-6f402ab64585,Surat Airport,"Khambhaliya, Jamnagar",2024-03-02,15:26,5.8,bike,58.0,High,Stormy,76.56
f2d4d710-0434-4ab8-ac54-c76be6a51fd5,Ahmedabad Railway Station,"Gota, Ahmedabad",2024-05-14,16:34,16.8,auto,252.0,Medium,Stormy,304.92
1a2ac85e-f45f-4385-897e-f9373a437a77,Nadiad Junction,"Adajan, Surat",2024-06-16,19:24,28.9,moto,578.0,Medium,Rainy,667.59
4a6feb79-4c3b-4d53-94bd-c8d513a6788e,"Khambhaliya, Jamnagar","CG Road, Ahmedabad",2024-08-10,19:22,1.4,auto,21.0,Low,Clear,21.0
8da832ed-aaf0-42dd-9980-7fb35e9c3a1a,"Khambhaliya, Jamnagar",Ahmedabad Railway Station,2024-03-28,01:39,31.5,moto,630.0,Medium,Stormy,762.3
000f6f01-7bc1-4415-93dc-80bca7ecd9e7,Nadiad Junction,Surat Airport,2024-06-29,07:14,12.3,bike,123.0,Low,Rainy,129.15
ff6fc220-dc81-460e-8270-e8c09044173f,"CG Road, Ahmedabad","Khambhaliya, Jamnagar",2024-03-15,00:44,7.6,auto,114.0,High,Stormy,150.48
a71270e5-d52b-479a-b419-76559436cd2a,Ahmedabad Railway Station,"Varachha, Surat",2024-10-13,05:28,30.7,moto,614.0,High,Stormy,810.48
fa65ea30-aaee-4550-a8d6-6e4bdfd27ab5,Nadiad Bus Stand,Jamnagar Railway Station,2024-06-12,22:54,49.6,moto,992.0,Medium,Stormy,1200.32
a6a6b31f-696c-4989-a6de-c7249cfe360c,Nadiad Junction,Ahmedabad Railway Station,2024-04-25,09:45,38.2,auto,573.0,High,Rainy,721.98
a0fc7968-9cf1-4040-a140-39b3ad7fe551,Nadiad Junction,"Varachha, Surat",2024-07-31,09:34,38.6,moto,772.0,Low,Stormy,849.2
4373b178-72ad-44f7-81d5-f7fd65b44b12,Jamnagar Railway Station,Nadiad Junction,2024-04-26,02:12,18.6,bike,186.0,Low,Stormy,204.6
9c353b05-3a7a-4a19-9d3a-cbe0ecf4ef50,"CG Road, Ahmedabad",Nadiad Junction,2024-05-25,22:07,30.8,moto,616.0,High,Rainy,776.16
a08869f1-847e-41cf-aa04-f018ae62850f,"Gota, Ahmedabad",Nadiad Junction,2024-02-29,10:45,24.7,moto,494.0,Medium,Clear,543.4
55b52f9d-779c-480e-9c29-62925f884899,Surat Airport,"Gota, Ahmedabad",2024-01-13,15:31,23.1,moto,462.0,Low,Rainy,485.1
4c2c4709-fc34-48a6-adc4-19afa0b6cfe9,"Adajan, Surat",Jamnagar Railway Station,2024-06-24,07:42,36.4,auto,546.0,Low,Stormy,600.6
662307d8-b73e-4900-9754-f3dcd41c6e57,"Adajan, Surat",Jamnagar Railway Station,2024-01-04,05:01,36.9,moto,738.0,Low,Clear,738.0
b3a81ed4-dbed-4889-8786-4f893a3691e5,"Varachha, Surat","CG Road, Ahmedabad",2024-05-21,04:36,8.1,bike,81.0,Low,Rainy,85.05
02f2d2a6-c2d6-4fcc-a0cf-172e92aeadf7,"CG Road, Ahmedabad",Nadiad Junction,2024-06-04,23:59,25.2,moto,504.0,Medium,Stormy,609.84
a74e2e8c-e292-47bd-b23c-ddf68a24c38d,"Varachha, Surat","CG Road, Ahmedabad",2024-06-13,14:15,23.4,moto,468.0,High,Stormy,617.76
b47be094-59b8-49ef-8181-e0809a7bd84c,"Adajan, Surat","CG Road, Ahmedabad",2024-01-02,16:50,42.3,moto,846.0,High,Stormy,1116.72
e411aad4-e475-42ba-8ef1-d249dbc74f3a,"CG Road, Ahmedabad",Surat Airport,2024-02-16,22:55,4.7,bike,47.0,Medium,Rainy,54.29
a59ad71e-2a2d-4e63-bb30-8effa0a62824,"Adajan, Surat",Jamnagar Railway Station,2024-03-16,01:44,34.7,auto,520.5,Low,Clear,520.5
da154247-720e-4dab-8547-30a24aa8298e,"Varachha, Surat","Adajan, Surat",2024-11-05,17:30,25.1,moto,502.0,High,Stormy,662.64
f3ff8d2d-fae2-47c8-8b8b-82e61ee96bb2,Nadiad Junction,"CG Road, Ahmedabad",2024-06-07,18:23,17.2,auto,258.0,High,Clear,309.6
ef558655-d5b8-4671-b738-d2b5811dc39e,Ahmedabad Railway Station,Nadiad Bus Stand,2024-04-25,14:23,36.9,moto,738.0,High,Clear,885.6
6bc3fc40-e5ab-4fc0-a1dc-d62e9109d725,Ahmedabad Railway Station,Nadiad Junction,2024-10-24,13:20,13.9,bike,139.0,Low,Clear,139.0
96c12f5d-227d-49fb-be60-fcdb7669e157,"Varachha, Surat","Adajan, Surat",2024-06-02,14:35,7.1,bike,71.0,Medium,Clear,78.1
d1138beb-afe1-482e-b11a-fce46ab98c95,Jamnagar Railway Station,Ahmedabad Railway Station,2024-04-18,05:45,36.4,moto,728.0,Low,Rainy,764.4
2d108268-4b7c-4cd6-932a-3eaacdbb6460,"Gota, Ahmedabad",Nadiad Junction,2024-09-28,20:47,40.4,moto,808.0,High,Rainy,1018.08
5998f919-38b4-4f18-9577-b930062771c9,Nadiad Bus Stand,Surat Airport,2024-03-18,19:50,1.3,auto,19.5,Low,Rainy,20.48
bb495564-5fdc-4b90-b217-ee92409b2664,Nadiad Junction,Surat Airport,2024-02-16,08:22,13.7,auto,205.5,Low,Clear,205.5
808c5f19-b958-4103-8d5e-100687d0ac9e,"Gota, Ahmedabad",Surat Airport,2024-06-17,02:48,41.9,moto,838.0,Medium,Stormy,1013.98
83d44de0-d9ae-4bc1-9f81-a5cc629f84c2,"Gota, Ahmedabad",Surat Airport,2024-05-20,06:16,6.0,bike,60.0,Medium,Rainy,69.3
ba39a899-cd32-4d0e-b51b-1e5b5597e37d,Nadiad Junction,Ahmedabad Railway Station,2024-05-09,18:50,3.1,auto,46.5,Low,Clear,46.5
7118b0ad-884f-442c-a2de-93fecb94d611,Surat Airport,Nadiad Junction,2024-05-26,21:17,15.9,auto,238.5,Low,Clear,238.5
ef81e7a9-e9a5-433b-9ce4-77f7aff2cf17,"CG Road, Ahmedabad","Adajan, Surat",2024-10-31,23:34,11.9,bike,119.0,High,Clear,142.8
8f9348fa-878f-4c14-ad08-f8450eca43a4,"Adajan, Surat","Varachha, Surat",2024-08-16,15:14,35.5,moto,710.0,Low,Rainy,745.5
9d8ec820-cae2-4abc-b9b0-70b829a60832,Surat Airport,"CG Road, Ahmedabad",2024-08-22,22:56,18.5,auto,277.5,Medium,Stormy,335.78
ae2495a6-1e92-4422-abde-7a8055694d84,Nadiad Junction,Nadiad Bus Stand,2024-10-25,13:22,25.7,auto,385.5,Low,Clear,385.5
5e7713f1-256d-4dd8-8c34-2707aaa49ffd,"Khambhaliya, Jamnagar",Nadiad Junction,2024-07-03,10:10,38.5,moto,770.0,Medium,Clear,847.0
6ddbd4ef-5c51-4f27-b7e5-6ba1ae1fd0ec,Ahmedabad Railway Station,"CG Road, Ahmedabad",2024-08-27,02:11,28.9,moto,578.0,Medium,Clear,635.8
3c69e88b-a958-4436-b711-036f93259a8c,Nadiad Junction,"Gota, Ahmedabad",2024-04-23,13:32,36.5,moto,730.0,Low,Rainy,766.5
8dce37b9-23bc-44b0-8419-d95b0c0e93b5,"Gota, Ahmedabad","Varachha, Surat",2024-10-27,09:21,31.3,moto,626.0,High,Clear,751.2
d6f741e1-743d-488f-9562-218069d5719f,"CG Road, Ahmedabad","Khambhaliya, Jamnagar",2024-02-12,19:52,13.1,bike,131.0,Low,Rainy,137.55
d44cf79e-b006-48ef-bb2e-70f280e4179a,Surat Airport,Nadiad Bus Stand,2024-09-17,15:12,15.9,auto,238.5,Low,Clear,238.5
9c20ca69-04c4-4f05-b2ac-0048cb2f457d,"Khambhaliya, Jamnagar","CG Road, Ahmedabad",2024-12-11,04:17,13.0,bike,130.0,High,Rainy,163.8
3a2d2805-209f-45b7-99a3-2f97203b8dfe,Nadiad Junction,"Gota, Ahmedabad",2024-03-09,20:49,27.8,auto,417.0,High,Rainy,525.42
af5e9a09-39a6-4c01-8a80-3ab8547eacfd,Surat Airport,Nadiad Junction,2024-08-09,05:22,1.8,bike,18.0,Low,Stormy,19.8
08e09fd8-096a-484c-9021-2def4b29f2b8,"Adajan, Surat",Nadiad Junction,2024-11-09,10:32,1.2,bike,12.0,Medium,Rainy,13.86
2b56e7fa-7907-457b-b2ab-c58b2bddbf62,Ahmedabad Railway Station,"Adajan, Surat",2024-04-07,04:19,35.5,moto,710.0,Medium,Rainy,820.05
44d3ee49-9be3-4329-a0c5-1b32e8f59cda,Surat Airport,"Adajan, Surat",2024-12-09,18:23,2.0,bike,20.0,Medium,Rainy,23.1
492a2127-6a56-4af6-a374-217eacc46a9b,Jamnagar Railway Station,"Khambhaliya, Jamnagar",2024-10-03,16:42,7.6,auto,114.0,High,Rainy,143.64
1eabc774-f1a0-42f0-b10c-28c7c553b201,"Khambhaliya, Jamnagar","Gota, Ahmedabad",2024-06-16,06:48,1.7,bike,17.0,Medium,Stormy,20.57
add1b1a1-4121-4cdb-8d98-50af0c24696d,"Varachha, Surat","Adajan, Surat",2024-03-17,15:12,11.4,bike,114.0,High,Stormy,150.48
d7921599-5615-42b6-b12e-0e3ebb8e668b,"CG Road, Ahmedabad","Adajan, Surat",2024-09-02,11:37,4.2,auto,63.0,High,Rainy,79.38
53b10be5-7c15-49ea-b193-0bf8d648ebac,Nadiad Junction,Ahmedabad Railway Station,2024-12-18,17:02,15.4,bike,154.0,Low,Stormy,169.4
05ebb510-4bf8-4f9c-9c0c-3c3e80f4c73d,"Gota, Ahmedabad","Varachha, Surat",2024-12-12,17:50,4.6,auto,69.0,High,Clear,82.8
f02c07a9-0daa-459b-822a-01f4911028db,"Adajan, Surat","Gota, Ahmedabad",2024-04-27,16:59,27.2,moto,544.0,Low,Rainy,571.2
f5314783-6c37-40b7-b0cd-d071202a5ccf,Surat Airport,"CG Road, Ahmedabad",2024-01-02,01:06,35.2,moto,704.0,High,Clear,844.8
1f901da8-8af0-4df7-8253-96e6b64cfc56,Nadiad Junction,Ahmedabad Railway Station,2024-01-05,16:33,5.1,bike,51.0,Low,Stormy,56.1
778674a5-73c5-4996-b2e8-27afa429b141,Jamnagar Railway Station,"Varachha, Surat",2024-12-26,12:32,3.9,bike,39.0,High,Rainy,49.14
88130c4d-bd6a-4e75-9392-9c25927c54f2,"Adajan, Surat",Nadiad Junction,2024-12-20,08:00,44.6,moto,892.0,Medium,Rainy,1030.26
02a3c6b7-b783-4a6b-a801-d61ba8e9d69e,Jamnagar Railway Station,Nadiad Junction,2024-12-24,10:51,6.5,bike,65.0,Medium,Rainy,75.08
bd439a82-91a1-4778-9612-85e02dc4d6e0,"Varachha, Surat",Ahmedabad Railway Station,2024-11-09,01:41,47.8,moto,956.0,Low,Stormy,1051.6
0474515a-8e49-4d6f-b05b-efacdd20aace,Jamnagar Railway Station,Nadiad Bus Stand,2024-06-25,15:33,46.8,moto,936.0,Low,Rainy,982.8
09f042e6-901a-4ed7-873e-28d52d85e876,"CG Road, Ahmedabad",Jamnagar Railway Station,2024-11-08,18:50,10.1,bike,101.0,High,Stormy,133.32
4f906f10-d3fe-4745-b437-1ab9be718440,"CG Road, Ahmedabad","Khambhaliya, Jamnagar",2024-12-15,13:14,15.9,auto,238.5,High,Rainy,300.51
38928e88-656e-457b-a2c0-793876023993,"CG Road, Ahmedabad",Jamnagar Railway Station,2024-10-16,22:49,25.8,moto,516.0,Medium,Clear,567.6
f1cf39e3-cc46-4a5a-b8c1-48507a187e98,Nadiad Bus Stand,"Varachha, Surat",2024-08-16,06:38,24.4,auto,366.0,Low,Stormy,402.6
66c1845e-cda2-4dd7-908d-357f6ea1aeef,Jamnagar Railway Station,"Adajan, Surat",2024-02-17,08:02,24.2,auto,363.0,Medium,Stormy,439.23
e9366b96-35f2-4b91-b190-f50b3849b675,"Gota, Ahmedabad",Nadiad Junction,2024-07-06,14:41,12.7,auto,190.5,Low,Rainy,200.03
d1477ff0-7957-43ce-8396-48b8ea5ed98d,"Varachha, Surat","Khambhaliya, Jamnagar",2024-09-08,17:06,22.0,auto,330.0,Medium,Stormy,399.3
85d2659e-9d17-4fdb-ac56-741028c07def,"Gota, Ahmedabad",Surat Airport,2024-04-03,12:21,6.0,auto,90.0,Low,Rainy,94.5
e9f00ba5-535c-4fa9-9dfd-7fe298b24509,"Khambhaliya, Jamnagar","Adajan, Surat",2024-11-11,19:28,28.4,auto,426.0,High,Rainy,536.76
